datetime,rank_1_20_mean,rank_1_20_n,rank_21_50_mean,rank_21_50_n,rank_51_100_mean,rank_51_100_n
2021-03-31,0.01150582730770111,20,0.010573001578450203,30,0.0108934435993433,50
2021-04-01,0.00789655465632677,20,0.002922839019447565,30,-0.0001500594662502408,50
2021-04-05,-0.0006712853792123497,20,-0.004010564181953669,30,-0.002660151803866029,50
2021-04-06,0.0005350470310077071,20,-0.0012757857330143452,30,0.0015269684372469783,50
2021-04-07,0.004303863737732172,20,0.006037229206413031,30,0.007666395977139473,50
2021-04-08,0.00048385560512542725,20,0.001794016337953508,30,0.0023277222644537687,50
2021-04-09,-0.005487906746566296,20,-0.0005359391216188669,30,-0.0029461216181516647,50
2021-04-12,0.003905841615051031,20,0.004984805826097727,30,0.002984200604259968,50
2021-04-13,0.010223254561424255,20,0.0041505079716444016,30,0.004463952966034412,50
2021-04-14,0.0010664701694622636,20,0.006055114790797234,30,0.005187859758734703,50
2021-04-15,-0.009627163410186768,20,-0.0054392218589782715,30,-0.005384606309235096,50
